,Gender,Age,Socioeconomic Status,Employment Status,Age Category
3875,Female,38.589846739838116,Average,Employed,35-44
3876,Female,29.97090025088361,Disadvantaged,Not in Labour Force,25-34
3877,Male,45.02045457487584,Average,Employed,45-54
3878,Female,18.810244252490655,Very Disadvantaged,Not in Labour Force,15-24
3879,Male,53.74830373508888,Affluent,Employed,45-54
3880,Female,19.637516507424824,Very Disadvantaged,Not in Labour Force,15-24
3881,Male,48.904480229082324,Affluent,Employed,45-54
3882,Female,32.60269090984332,Disadvantaged,Employed,25-34
3883,Female,34.85203302689153,Disadvantaged,Employed,35-44
3884,Male,41.534949684741186,Average,Employed,35-44
3885,Male,58.8670671750544,Very Affluent,Not in Labour Force,55-64
3886,Female,22.31133904495047,Very Disadvantaged,Unemployed,15-24
3887,Male,94.22996916634409,Very Affluent,Not in Labour Force,75+
3888,Male,76.60968554905983,Very Affluent,Not in Labour Force,75+
3889,Male,46.89666293744186,Affluent,Employed,45-54
3890,Female,34.327763700310015,Disadvantaged,Unemployed,35-44
3891,Female,40.87029979415324,Average,Employed,35-44
3892,Female,20.116124747429076,Very Disadvantaged,Employed,15-24
3893,Male,64.59964599139101,Very Affluent,Not in Labour Force,65-74
3894,Male,53.90058255862563,Affluent,Employed,45-54
3895,Female,34.7737832349481,Disadvantaged,Employed,35-44
3896,Male,53.341041282710684,Affluent,Employed,45-54
3897,Male,48.860834452361,Affluent,Employed,45-54
3898,Female,28.697174994618607,Disadvantaged,Employed,25-34
3899,Female,38.08821170634407,Average,Employed,35-44
3900,Male,61.34344720295043,Very Affluent,Employed,55-64
3901,Male,73.53174819676784,Very Affluent,Not in Labour Force,65-74
3902,Female,32.75302790556238,Disadvantaged,Employed,25-34
3903,Male,58.589221973376304,Very Affluent,Employed,55-64
3904,Male,46.09475605123946,Affluent,Employed,45-54
3905,Female,29.630397922349484,Disadvantaged,Unemployed,25-34
3906,Male,44.423453847568055,Average,Unemployed,45-54
3907,Male,58.68552324758214,Very Affluent,Employed,55-64
3908,Female,29.436005016671704,Disadvantaged,Employed,25-34
3909,Female,30.189518301845688,Disadvantaged,Employed,25-34
3910,Female,23.43242429906196,Very Disadvantaged,Employed,15-24
3911,Male,55.48807034140715,Affluent,Employed,55-64
3912,Female,38.365275972171005,Average,Employed,35-44
3913,Male,67.83858579611112,Very Affluent,Not in Labour Force,65-74
3914,Male,49.10930183322742,Affluent,Employed,45-54
3915,Female,40.388712271653375,Average,Employed,35-44
3916,Female,23.902319400216513,Very Disadvantaged,Employed,15-24
3917,Female,39.207138131657125,Average,Employed,35-44
3918,Male,48.28952832531519,Affluent,Employed,45-54
3919,Male,51.74267570672862,Affluent,Employed,45-54
3920,Male,42.847911632952176,Average,Employed,35-44
3921,Female,31.52935382843111,Disadvantaged,Employed,25-34
3922,Male,56.33143998580712,Very Affluent,Employed,55-64
3923,Female,38.64588722280279,Average,Employed,35-44
3924,Male,72.76167677718576,Very Affluent,Not in Labour Force,65-74
3925,Female,28.330996393308553,Disadvantaged,Employed,25-34
3926,Male,44.91466198477571,Average,Employed,45-54
3927,Male,73.79104236153665,Very Affluent,Not in Labour Force,65-74
3928,Female,40.69842442233133,Average,Employed,35-44
3929,Female,22.68098993924098,Very Disadvantaged,Not in Labour Force,15-24
3930,Female,28.14752418010722,Disadvantaged,Employed,25-34
3931,Female,17.38058766837001,Very Disadvantaged,Unemployed,15-24
3932,Male,67.23081519958473,Very Affluent,Not in Labour Force,65-74
3933,Female,26.421740959025293,Very Disadvantaged,Not in Labour Force,25-34
3934,Male,58.28690291846023,Very Affluent,Employed,55-64
3935,Male,81.70118483979682,Very Affluent,Not in Labour Force,75+
3936,Male,44.234880491812895,Average,Employed,45-54
3937,Male,95.42636102539868,Very Affluent,Not in Labour Force,75+
3938,Female,24.318261687433832,Very Disadvantaged,Employed,25-34
3939,Male,43.218494153077216,Average,Employed,35-44
3940,Male,44.81495005250658,Average,Not in Labour Force,45-54
3941,Female,22.405550074622862,Very Disadvantaged,Unemployed,15-24
3942,Female,36.35742314907996,Average,Employed,35-44
3943,Male,53.78732177298346,Affluent,Employed,45-54
3944,Female,29.876737438202895,Disadvantaged,Employed,25-34
3945,Male,55.71910178616953,Affluent,Employed,55-64
3946,Male,52.339331405849464,Affluent,Unemployed,45-54
3947,Male,42.12973374507368,Average,Employed,35-44
3948,Male,76.19505883214126,Very Affluent,Not in Labour Force,75+
3949,Male,53.255803949289984,Affluent,Employed,45-54
3950,Male,56.0358308030483,Affluent,Not in Labour Force,55-64
3951,Male,44.62065242701708,Average,Employed,45-54
3952,Female,39.554082863337925,Average,Employed,35-44
3953,Female,18.761322872919255,Very Disadvantaged,Not in Labour Force,15-24
3954,Female,30.795322032142295,Disadvantaged,Employed,25-34
3955,Male,41.78252090350385,Average,Employed,35-44
3956,Male,45.02085439214581,Average,Employed,45-54
3957,Female,34.85163434181016,Disadvantaged,Employed,35-44
3958,Male,60.632003618751995,Very Affluent,Not in Labour Force,55-64
3959,Female,17.48732719686033,Very Disadvantaged,Employed,15-24
3960,Male,46.566765345703125,Affluent,Employed,45-54
3961,Male,45.42824511230391,Affluent,Employed,45-54
3962,Female,20.82976825356999,Very Disadvantaged,Employed,15-24
3963,Female,31.103806681881323,Disadvantaged,Employed,25-34
3964,Female,38.545763354742846,Average,Employed,35-44
3965,Female,37.26101805725688,Average,Employed,35-44
3966,Female,25.95454080124975,Very Disadvantaged,Not in Labour Force,25-34
3967,Female,36.417329623609135,Average,Employed,35-44
3968,Male,57.49045345973216,Very Affluent,Not in Labour Force,55-64
3969,Male,57.52842683014913,Very Affluent,Not in Labour Force,55-64
3970,Male,63.72097645918852,Very Affluent,Not in Labour Force,55-64
3971,Male,54.17346700156284,Affluent,Not in Labour Force,55-64
3972,Female,17.881554988780756,Very Disadvantaged,Not in Labour Force,15-24
3973,Female,38.33907620567256,Average,Employed,35-44
3974,Female,24.897846533520944,Very Disadvantaged,Employed,25-34
3975,Male,53.957394688860774,Affluent,Unemployed,45-54
3976,Female,19.690986245239017,Very Disadvantaged,Not in Labour Force,15-24
3977,Female,28.931429481274762,Disadvantaged,Employed,25-34
3978,Female,33.19855131134761,Disadvantaged,Employed,25-34
3979,Male,65.11565256103529,Very Affluent,Not in Labour Force,65-74
3980,Male,52.69167796594488,Affluent,Unemployed,45-54
3981,Female,16.968120397534246,Very Disadvantaged,Not in Labour Force,15-24
3982,Female,15.296295397633173,Very Disadvantaged,Employed,15-24
3983,Female,35.28605211540493,Disadvantaged,Employed,35-44
3984,Male,58.559592462446105,Very Affluent,Employed,55-64
3985,Female,38.48105938097195,Average,Not in Labour Force,35-44
3986,Male,59.53755573837525,Very Affluent,Not in Labour Force,55-64
3987,Female,22.43282563717223,Very Disadvantaged,Not in Labour Force,15-24
3988,Female,18.54745890017088,Very Disadvantaged,Employed,15-24
3989,Male,64.13990815446809,Very Affluent,Not in Labour Force,65-74
3990,Female,27.772405303312702,Disadvantaged,Employed,25-34
3991,Male,49.423170332892454,Affluent,Employed,45-54
3992,Male,55.8616922016882,Affluent,Employed,55-64
3993,Male,59.6380670461914,Very Affluent,Not in Labour Force,55-64
3994,Female,36.75999225491956,Average,Employed,35-44
3995,Male,78.69943660197958,Very Affluent,Not in Labour Force,75+
3996,Male,45.520500945255804,Affluent,Employed,45-54
3997,Male,44.70420945503475,Average,Not in Labour Force,45-54
3998,Female,38.32196790742145,Average,Employed,35-44
3999,Female,37.92337925744308,Average,Employed,35-44
4000,Female,24.325346537703833,Very Disadvantaged,Unemployed,25-34
4001,Female,19.818984093403177,Very Disadvantaged,Unemployed,15-24
4002,Male,65.19169666862967,Very Affluent,Not in Labour Force,65-74
4003,Female,18.021946907757172,Very Disadvantaged,Employed,15-24
4004,Female,17.27229325344973,Very Disadvantaged,Not in Labour Force,15-24
4005,Female,22.314003867203397,Very Disadvantaged,Employed,15-24
4006,Male,44.259683086968046,Average,Employed,45-54
4007,Female,31.746247666066992,Disadvantaged,Not in Labour Force,25-34
4008,Male,57.411857287513804,Very Affluent,Employed,55-64
4009,Female,31.689722156840727,Disadvantaged,Unemployed,25-34
4010,Female,17.905767785742352,Very Disadvantaged,Not in Labour Force,15-24
4011,Female,23.3757462943155,Very Disadvantaged,Employed,15-24
4012,Female,33.943366213709915,Disadvantaged,Employed,25-34
4013,Female,37.045769292483364,Average,Employed,35-44
4014,Female,34.63721453934528,Disadvantaged,Employed,35-44
4015,Male,48.236397587209915,Affluent,Not in Labour Force,45-54
4016,Male,52.75167532232193,Affluent,Employed,45-54
4017,Female,39.124892810338,Average,Employed,35-44
4018,Male,72.17088765291402,Very Affluent,Not in Labour Force,65-74
4019,Male,54.921844978021255,Affluent,Employed,55-64
4020,Male,58.04812529274464,Very Affluent,Employed,55-64
4021,Male,41.85578764410717,Average,Employed,35-44
4022,Male,47.30251429028033,Affluent,Not in Labour Force,45-54
4023,Female,26.602119835427608,Very Disadvantaged,Employed,25-34
4024,Female,15.002110383008315,Very Disadvantaged,Unemployed,15-24
4025,Female,24.563872516512088,Very Disadvantaged,Not in Labour Force,25-34
4026,Male,71.22766439618067,Very Affluent,Not in Labour Force,65-74
4027,Male,49.43472962998724,Affluent,Employed,45-54
4028,Female,20.877201304156088,Very Disadvantaged,Employed,15-24
4029,Male,51.34442045110198,Affluent,Employed,45-54
4030,Male,45.710342266750985,Affluent,Employed,45-54
4031,Female,24.032882058408283,Very Disadvantaged,Employed,25-34
4032,Female,37.88277294320688,Average,Employed,35-44
4033,Male,48.70479697169209,Affluent,Not in Labour Force,45-54
4034,Female,40.784299805786,Average,Employed,35-44
4035,Female,39.098368890911644,Average,Unemployed,35-44
4036,Male,59.93338896266924,Very Affluent,Not in Labour Force,55-64
4037,Male,68.10548480622218,Very Affluent,Not in Labour Force,65-74
4038,Female,23.461398135064503,Very Disadvantaged,Employed,15-24
4039,Female,22.05918133567469,Very Disadvantaged,Employed,15-24
4040,Female,35.09888871125399,Disadvantaged,Employed,35-44
4041,Female,16.51057335823259,Very Disadvantaged,Unemployed,15-24
4042,Male,71.25891268005523,Very Affluent,Not in Labour Force,65-74
4043,Male,42.33196913948893,Average,Employed,35-44
4044,Male,44.6211506472438,Average,Employed,45-54
4045,Female,39.0515994296753,Average,Employed,35-44
4046,Female,34.85823253727143,Disadvantaged,Employed,35-44
4047,Male,48.933710991757,Affluent,Employed,45-54
4048,Male,50.856288408858376,Affluent,Employed,45-54
4049,Female,29.897103238791644,Disadvantaged,Employed,25-34
4050,Male,64.91017474043787,Very Affluent,Unemployed,65-74
4051,Female,34.93898524744882,Disadvantaged,Not in Labour Force,35-44
4052,Female,35.03321720980393,Disadvantaged,Employed,35-44
4053,Female,20.10691190345146,Very Disadvantaged,Not in Labour Force,15-24
4054,Female,37.12829418056283,Average,Employed,35-44
4055,Male,41.142617971650076,Average,Employed,35-44
4056,Male,61.247949363439965,Very Affluent,Employed,55-64
4057,Female,33.48149825175729,Disadvantaged,Not in Labour Force,25-34
4058,Male,71.37354360699494,Very Affluent,Not in Labour Force,65-74
4059,Female,24.14851091360243,Very Disadvantaged,Employed,25-34
4060,Female,30.539988981770726,Disadvantaged,Employed,25-34
4061,Female,39.36986831909335,Average,Employed,35-44
4062,Female,31.051464249249413,Disadvantaged,Employed,25-34
4063,Female,40.98330174595996,Average,Not in Labour Force,35-44
4064,Male,67.76459565807951,Very Affluent,Not in Labour Force,65-74
4065,Female,36.76582269990335,Average,Employed,35-44
4066,Male,41.76364341275875,Average,Employed,35-44
4067,Male,60.039870312523234,Very Affluent,Employed,55-64
4068,Male,62.41020895008772,Very Affluent,Not in Labour Force,55-64
4069,Male,70.16444768668612,Very Affluent,Not in Labour Force,65-74
4070,Male,51.277854692152076,Affluent,Employed,45-54
4071,Male,64.14500647102768,Very Affluent,Not in Labour Force,65-74
4072,Male,65.05255981023686,Very Affluent,Not in Labour Force,65-74
4073,Male,50.46228862824578,Affluent,Employed,45-54
4074,Male,47.54155793206153,Affluent,Employed,45-54
4075,Male,46.90890100007954,Affluent,Employed,45-54
4076,Male,48.97766489323196,Affluent,Not in Labour Force,45-54
4077,Female,28.436619860685944,Disadvantaged,Employed,25-34
4078,Male,42.866613208752256,Average,Employed,35-44
4079,Male,54.296416409537166,Affluent,Not in Labour Force,55-64
4080,Female,33.29066539150336,Disadvantaged,Employed,25-34
4081,Female,21.405886568253262,Very Disadvantaged,Unemployed,15-24
4082,Female,22.021942593752478,Very Disadvantaged,Employed,15-24
4083,Female,18.413241027930162,Very Disadvantaged,Not in Labour Force,15-24
4084,Female,23.89631692893959,Very Disadvantaged,Employed,15-24
4085,Male,47.295772224235606,Affluent,Employed,45-54
4086,Male,44.59131158333858,Average,Employed,45-54
4087,Male,52.485927459497304,Affluent,Employed,45-54
4088,Male,52.673742810516416,Affluent,Employed,45-54
4089,Male,56.06630916538806,Affluent,Employed,55-64
4090,Male,43.713779545214905,Average,Employed,35-44
4091,Male,70.50341669497247,Very Affluent,Not in Labour Force,65-74
4092,Male,59.74533034930515,Very Affluent,Not in Labour Force,55-64
4093,Male,77.49784889568525,Very Affluent,Not in Labour Force,75+
4094,Male,65.51448605635306,Very Affluent,Not in Labour Force,65-74
4095,Male,63.14270616469556,Very Affluent,Employed,55-64
4096,Male,69.25206936252549,Very Affluent,Not in Labour Force,65-74
4097,Male,72.63375924667167,Very Affluent,Not in Labour Force,65-74
4098,Female,35.86265248719934,Disadvantaged,Employed,35-44
4099,Male,43.93606543384028,Average,Employed,35-44
4100,Female,39.63117410981824,Average,Employed,35-44
4101,Female,35.84139057637309,Disadvantaged,Employed,35-44
4102,Female,39.59635238329989,Average,Unemployed,35-44
4103,Male,62.355174121815175,Very Affluent,Not in Labour Force,55-64
4104,Male,66.45905624602074,Very Affluent,Not in Labour Force,65-74
4105,Female,38.84646252583538,Average,Employed,35-44
4106,Female,35.64913918232231,Disadvantaged,Employed,35-44
4107,Male,60.18683851682931,Very Affluent,Employed,55-64
4108,Male,59.59369031860016,Very Affluent,Employed,55-64
4109,Female,32.93071025342677,Disadvantaged,Employed,25-34
4110,Female,37.805133784188435,Average,Not in Labour Force,35-44
4111,Female,21.77729491285128,Very Disadvantaged,Employed,15-24
4112,Male,50.90330018927636,Affluent,Employed,45-54
4113,Female,18.102446214547047,Very Disadvantaged,Employed,15-24
4114,Female,18.920018843302177,Very Disadvantaged,Not in Labour Force,15-24
4115,Male,59.19407171681894,Very Affluent,Employed,55-64
4116,Female,34.75265785143205,Disadvantaged,Not in Labour Force,35-44
4117,Male,63.56974243588381,Very Affluent,Employed,55-64
4118,Male,56.243167712574994,Very Affluent,Employed,55-64
4119,Female,34.52823532134592,Disadvantaged,Unemployed,35-44
4120,Female,28.50382206682316,Disadvantaged,Employed,25-34
4121,Female,24.828199965226815,Very Disadvantaged,Not in Labour Force,25-34
4122,Male,85.38241171340076,Very Affluent,Not in Labour Force,75+
4123,Male,65.48264038142042,Very Affluent,Not in Labour Force,65-74
4124,Male,48.663062745051654,Affluent,Employed,45-54
4125,Male,42.302571163878895,Average,Not in Labour Force,35-44
4126,Male,42.2000765280824,Average,Employed,35-44
4127,Female,15.46682399354965,Very Disadvantaged,Not in Labour Force,15-24
4128,Female,25.948454732671124,Very Disadvantaged,Employed,25-34
4129,Female,20.936948592251635,Very Disadvantaged,Unemployed,15-24
4130,Male,46.40227054541775,Affluent,Employed,45-54
4131,Female,28.87170891726764,Disadvantaged,Employed,25-34
4132,Male,72.30395593134402,Very Affluent,Unemployed,65-74
4133,Male,46.072193572948464,Affluent,Employed,45-54
4134,Female,16.011851098486638,Very Disadvantaged,Not in Labour Force,15-24
4135,Male,44.543636300812345,Average,Employed,45-54
4136,Female,31.82914398908322,Disadvantaged,Not in Labour Force,25-34
4137,Male,45.2375970016786,Affluent,Employed,45-54
4138,Female,33.10451378995062,Disadvantaged,Employed,25-34
4139,Female,36.110640982864425,Disadvantaged,Employed,35-44
4140,Male,44.15598497253653,Average,Employed,45-54
4141,Female,28.6262583149248,Disadvantaged,Employed,25-34
4142,Female,37.26624311154467,Average,Not in Labour Force,35-44
4143,Female,38.55876666957252,Average,Employed,35-44
4144,Male,47.441924308237546,Affluent,Employed,45-54
4145,Female,40.110016374118,Average,Unemployed,35-44
4146,Female,38.15703701732544,Average,Employed,35-44
4147,Female,28.89003200755961,Disadvantaged,Employed,25-34
4148,Female,36.27468355055174,Disadvantaged,Employed,35-44
4149,Female,38.06374657101166,Average,Employed,35-44
4150,Female,21.047632216926996,Very Disadvantaged,Not in Labour Force,15-24
4151,Male,55.97144032140445,Affluent,Employed,55-64
4152,Female,16.551891569355583,Very Disadvantaged,Unemployed,15-24
4153,Female,22.159724764224734,Very Disadvantaged,Employed,15-24
4154,Female,36.92218696868805,Average,Not in Labour Force,35-44
4155,Male,52.49828375152492,Affluent,Employed,45-54
4156,Male,59.08125495060572,Very Affluent,Not in Labour Force,55-64
4157,Male,50.03547713775339,Affluent,Employed,45-54
4158,Male,42.90312164440369,Average,Employed,35-44
4159,Male,41.677484625162464,Average,Employed,35-44
4160,Male,52.42728045944797,Affluent,Not in Labour Force,45-54
4161,Male,43.46766057400461,Average,Employed,35-44
4162,Male,42.54423524925825,Average,Employed,35-44
4163,Female,35.112899020617526,Disadvantaged,Employed,35-44
4164,Female,37.63921541212823,Average,Employed,35-44
4165,Female,30.624906390372367,Disadvantaged,Not in Labour Force,25-34
4166,Male,41.925944828068666,Average,Not in Labour Force,35-44
4167,Female,15.897511300845728,Very Disadvantaged,Employed,15-24
4168,Female,31.72584509975634,Disadvantaged,Employed,25-34
4169,Male,43.396169339339984,Average,Employed,35-44
4170,Male,71.22804705071135,Very Affluent,Unemployed,65-74
4171,Female,28.415074468770186,Disadvantaged,Not in Labour Force,25-34
4172,Female,24.082205439540225,Very Disadvantaged,Employed,25-34
4173,Female,26.003349426245876,Very Disadvantaged,Employed,25-34
4174,Male,84.40161329903796,Very Affluent,Not in Labour Force,75+
4175,Female,32.661173361856584,Disadvantaged,Employed,25-34
4176,Male,43.188307440798724,Average,Employed,35-44
4177,Male,60.55281432110192,Very Affluent,Not in Labour Force,55-64
4178,Male,74.62100832336617,Very Affluent,Not in Labour Force,75+
4179,Male,59.496851594064005,Very Affluent,Not in Labour Force,55-64
4180,Female,37.124427307452194,Average,Employed,35-44
4181,Male,48.73841965290139,Affluent,Employed,45-54
4182,Female,32.06149567986778,Disadvantaged,Not in Labour Force,25-34
4183,Female,23.78065438142132,Very Disadvantaged,Employed,15-24
4184,Male,66.71975938154027,Very Affluent,Not in Labour Force,65-74
4185,Female,34.20770543266113,Disadvantaged,Employed,35-44
4186,Female,15.783661984880709,Very Disadvantaged,Not in Labour Force,15-24
4187,Female,34.88466214376968,Disadvantaged,Not in Labour Force,35-44
4188,Male,52.851529370580295,Affluent,Employed,45-54
4189,Female,26.87224514786104,Very Disadvantaged,Not in Labour Force,25-34
4190,Female,23.18696573587456,Very Disadvantaged,Employed,15-24
4191,Female,24.204324876430494,Very Disadvantaged,Employed,25-34
4192,Female,36.14627746242655,Disadvantaged,Employed,35-44
4193,Female,20.73907044721182,Very Disadvantaged,Not in Labour Force,15-24
4194,Male,59.16196921643939,Very Affluent,Employed,55-64
4195,Female,26.821126073004013,Very Disadvantaged,Employed,25-34
4196,Female,29.0108431151128,Disadvantaged,Employed,25-34
4197,Female,24.78029629475673,Very Disadvantaged,Employed,25-34
4198,Female,28.530402315348155,Disadvantaged,Not in Labour Force,25-34
4199,Male,53.94083382490067,Affluent,Employed,45-54
4200,Female,32.371775548418675,Disadvantaged,Employed,25-34
4201,Female,34.12482752505885,Disadvantaged,Employed,35-44
4202,Female,24.01300053273998,Very Disadvantaged,Employed,25-34
4203,Female,23.94554600919083,Very Disadvantaged,Unemployed,15-24
4204,Male,56.91706356512983,Very Affluent,Employed,55-64
4205,Female,40.925572158834775,Average,Employed,35-44
4206,Male,61.805602331267615,Very Affluent,Employed,55-64
4207,Male,60.0671325488589,Very Affluent,Not in Labour Force,55-64
4208,Male,47.91254487165665,Affluent,Employed,45-54
4209,Female,32.446215498335654,Disadvantaged,Employed,25-34
4210,Male,43.60153245288438,Average,Employed,35-44
4211,Female,31.79695503509646,Disadvantaged,Employed,25-34
4212,Male,44.41636739178703,Average,Employed,45-54
4213,Male,56.12442029105675,Affluent,Employed,55-64
4214,Female,31.584053900549407,Disadvantaged,Employed,25-34
4215,Female,33.591915042103345,Disadvantaged,Employed,25-34
4216,Female,24.374892780730754,Very Disadvantaged,Employed,25-34
4217,Female,26.70140688104432,Very Disadvantaged,Employed,25-34
4218,Male,58.88922367081731,Very Affluent,Employed,55-64
4219,Female,28.324509422425972,Disadvantaged,Employed,25-34
4220,Male,53.08760031667679,Affluent,Employed,45-54
4221,Female,27.49084192469443,Disadvantaged,Employed,25-34
4222,Male,50.01485279034773,Affluent,Employed,45-54
4223,Male,50.91301760870611,Affluent,Employed,45-54
4224,Female,32.99166405375779,Disadvantaged,Employed,25-34
4225,Female,40.24340817628996,Average,Not in Labour Force,35-44
4226,Male,78.41054865361816,Very Affluent,Not in Labour Force,75+
4227,Female,32.67387703161721,Disadvantaged,Employed,25-34
4228,Male,59.89550077882886,Very Affluent,Employed,55-64
4229,Male,55.65094366619203,Affluent,Employed,55-64
4230,Female,22.446037613223726,Very Disadvantaged,Not in Labour Force,15-24
4231,Female,34.61057341627117,Disadvantaged,Employed,35-44
4232,Female,19.267152241084222,Very Disadvantaged,Employed,15-24
4233,Female,24.347600451114,Very Disadvantaged,Not in Labour Force,25-34
4234,Female,28.226661053507378,Disadvantaged,Employed,25-34
4235,Male,58.582552637414324,Very Affluent,Employed,55-64
4236,Male,48.00460791871268,Affluent,Unemployed,45-54
4237,Male,47.52613934164005,Affluent,Employed,45-54
4238,Male,61.176992687444496,Very Affluent,Not in Labour Force,55-64
4239,Female,23.3352459278314,Very Disadvantaged,Not in Labour Force,15-24
4240,Male,58.16553421290517,Very Affluent,Employed,55-64
4241,Male,48.33799145225641,Affluent,Not in Labour Force,45-54
4242,Male,77.68566511797502,Very Affluent,Not in Labour Force,75+
4243,Male,45.753341408734045,Affluent,Not in Labour Force,45-54
4244,Male,43.69082892113695,Average,Unemployed,35-44
4245,Male,50.3351075100993,Affluent,Employed,45-54
4246,Male,43.11534367670024,Average,Employed,35-44
4247,Female,22.026300288690344,Very Disadvantaged,Employed,15-24
4248,Male,43.55584125281478,Average,Employed,35-44
4249,Male,51.28833131541564,Affluent,Employed,45-54
4250,Female,28.38082776492482,Disadvantaged,Employed,25-34
4251,Male,73.97526820295039,Very Affluent,Not in Labour Force,65-74
4252,Female,32.941942786527875,Disadvantaged,Employed,25-34
4253,Female,38.03695657986275,Average,Employed,35-44
4254,Male,77.50550798914306,Very Affluent,Not in Labour Force,75+
4255,Male,55.23627031080751,Affluent,Employed,55-64
4256,Female,23.54469912928236,Very Disadvantaged,Unemployed,15-24
4257,Female,36.65298230073114,Average,Unemployed,35-44
4258,Male,67.29295514718504,Very Affluent,Not in Labour Force,65-74
4259,Female,26.217697519718406,Very Disadvantaged,Employed,25-34
4260,Male,64.84369074187428,Very Affluent,Not in Labour Force,65-74
4261,Male,44.20042061252643,Average,Employed,45-54
4262,Male,52.99058448379647,Affluent,Employed,45-54
4263,Male,48.85705862165556,Affluent,Employed,45-54
4264,Female,28.822197953558764,Disadvantaged,Employed,25-34
4265,Female,23.914075396846552,Very Disadvantaged,Employed,15-24
4266,Female,29.445220796458702,Disadvantaged,Employed,25-34
4267,Female,37.58463224924534,Average,Employed,35-44
4268,Male,44.82945905846025,Average,Employed,45-54
4269,Female,28.07323939224431,Disadvantaged,Not in Labour Force,25-34
4270,Female,33.4735018940995,Disadvantaged,Employed,25-34
4271,Male,44.83236944001406,Average,Employed,45-54
4272,Male,44.1217332031557,Average,Not in Labour Force,45-54
4273,Female,32.690668219191124,Disadvantaged,Not in Labour Force,25-34
4274,Female,39.83436732232109,Average,Employed,35-44
4275,Male,55.49277340881198,Affluent,Not in Labour Force,55-64
4276,Male,63.824287372722125,Very Affluent,Employed,55-64
4277,Female,20.672004094206557,Very Disadvantaged,Employed,15-24
4278,Male,42.34085011951941,Average,Employed,35-44
4279,Male,75.88704171116098,Very Affluent,Not in Labour Force,75+
4280,Female,33.373762232881965,Disadvantaged,Employed,25-34
4281,Male,65.10440642458374,Very Affluent,Not in Labour Force,65-74
4282,Female,19.58819008035636,Very Disadvantaged,Employed,15-24
4283,Male,51.02271294427006,Affluent,Employed,45-54
4284,Male,51.306748420654955,Affluent,Employed,45-54
4285,Female,37.26224350445992,Average,Employed,35-44
4286,Male,47.674907928609755,Affluent,Employed,45-54
4287,Male,59.343652143567695,Very Affluent,Not in Labour Force,55-64
4288,Male,47.47916211823142,Affluent,Employed,45-54
4289,Male,74.57548562892164,Very Affluent,Not in Labour Force,75+
4290,Female,20.408738202021905,Very Disadvantaged,Employed,15-24
4291,Male,59.810396290971596,Very Affluent,Employed,55-64
4292,Female,23.59662669199172,Very Disadvantaged,Employed,15-24
4293,Male,83.75630571074072,Very Affluent,Not in Labour Force,75+
4294,Male,63.117230050100446,Very Affluent,Employed,55-64
4295,Male,41.55543706139564,Average,Not in Labour Force,35-44
4296,Male,71.38552485430637,Very Affluent,Unemployed,65-74
4297,Female,39.19929351514279,Average,Employed,35-44
4298,Male,42.54460718834341,Average,Not in Labour Force,35-44
4299,Female,35.99530892199917,Disadvantaged,Employed,35-44
4300,Female,30.548383896926037,Disadvantaged,Not in Labour Force,25-34
4301,Male,54.992961741230324,Affluent,Employed,55-64
4302,Male,65.63853181093582,Very Affluent,Not in Labour Force,65-74
4303,Male,45.17669422482156,Average,Employed,45-54
4304,Male,56.095265569774156,Affluent,Employed,55-64
4305,Male,70.31906236536526,Very Affluent,Unemployed,65-74
4306,Male,41.615474827924665,Average,Not in Labour Force,35-44
4307,Male,61.18455752411081,Very Affluent,Employed,55-64
4308,Female,25.15265617361131,Very Disadvantaged,Employed,25-34
4309,Female,39.23363814916681,Average,Not in Labour Force,35-44
4310,Male,59.6160586696741,Very Affluent,Employed,55-64
4311,Female,40.19042078331329,Average,Employed,35-44
4312,Male,69.51597073258736,Very Affluent,Unemployed,65-74
4313,Female,26.04068890211472,Very Disadvantaged,Employed,25-34
4314,Female,18.977591118678504,Very Disadvantaged,Employed,15-24
4315,Female,35.49788155429235,Disadvantaged,Not in Labour Force,35-44
4316,Male,44.793352789597066,Average,Employed,45-54
4317,Male,47.1698861864042,Affluent,Employed,45-54
4318,Male,44.82744148691782,Average,Employed,45-54
4319,Male,63.91686664016591,Very Affluent,Unemployed,55-64
4320,Female,37.51276522670151,Average,Not in Labour Force,35-44
4321,Female,17.345114815054586,Very Disadvantaged,Employed,15-24
4322,Female,33.052222942876554,Disadvantaged,Employed,25-34
4323,Female,24.26929337334003,Very Disadvantaged,Employed,25-34
4324,Female,36.006652018046324,Disadvantaged,Employed,35-44
4325,Female,36.34362682733192,Average,Not in Labour Force,35-44
4326,Male,41.76681773514419,Average,Employed,35-44
4327,Male,70.20509445183049,Very Affluent,Not in Labour Force,65-74
4328,Male,50.74788284217112,Affluent,Employed,45-54
4329,Female,34.47053692521629,Disadvantaged,Unemployed,35-44
4330,Female,35.36307057680136,Disadvantaged,Employed,35-44
4331,Male,43.97656252158957,Average,Employed,35-44
4332,Male,68.72641947138185,Very Affluent,Not in Labour Force,65-74
4333,Female,27.989177248713617,Disadvantaged,Employed,25-34
4334,Male,49.13737108519726,Affluent,Employed,45-54
4335,Male,53.62237723619083,Affluent,Employed,45-54
4336,Female,33.0606134578636,Disadvantaged,Employed,25-34
4337,Male,41.64565371962492,Average,Employed,35-44
4338,Male,59.94496569535926,Very Affluent,Not in Labour Force,55-64
4339,Male,61.73546945106466,Very Affluent,Employed,55-64
